sku,type,sapo_available,sapo_remain
FM-AKCV01-MB-XL-FM-QLTG01-MB-S,combo,-1,0
FM-AKCV01-MB-L-FM-QLTG01-MB-2XL,combo,0,0
FM-AKCV01-MB-L-FM-QLTG01-MB-XL,combo,0,0
FM-AKCV01-MB-L-FM-QLTG01-MB-L,combo,0,0
FM-AKCV01-MB-L-FM-QLTG01-MB-M,combo,0,0
FM-AKCV01-MB-L-FM-QLTG01-MB-S,combo,-1,0
FM-AKCV01-MB-M-FM-QLTG01-MB-2XL,combo,0,0
FM-AKCV01-MB-M-FM-QLTG01-MB-XL,combo,0,0
FM-AKCV01-MB-M-FM-QLTG01-MB-L,combo,1,0
FM-AKCV01-MB-M-FM-QLTG01-MB-M,combo,0,0
FM-AKCV01-MB-M-FM-QLTG01-MB-S,combo,-1,0
FM-AKCV01-MB-S-FM-QLTG01-MB-2XL,combo,0,0
FM-AKCV01-MB-S-FM-QLTG01-MB-XL,combo,0,0
FM-AKCV01-MB-S-FM-QLTG01-MB-L,combo,1,0
FM-AKCV01-MB-S-FM-QLTG01-MB-M,combo,0,0
FM-AKCV01-MB-S-FM-QLTG01-MB-S,combo,-1,0
FM-ACCV01-DE-2XL-FM-QDCV01-DE-2XL,combo,0,0
FM-ACCV01-DE-2XL-FM-QDCV01-DE-XL,combo,0,0
FM-ACCV01-DE-2XL-FM-QDCV01-DE-L,combo,0,0
FM-ACCV01-DE-2XL-FM-QDCV01-DE-M,combo,0,0
FM-ACCV01-DE-2XL-FM-QDCV01-DE-S,combo,0,0
FM-ACCV01-DE-XL-FM-QDCV01-DE-2XL,combo,0,0
FM-ACCV01-DE-XL-FM-QDCV01-DE-XL,combo,0,0
FM-ACCV01-DE-XL-FM-QDCV01-DE-L,combo,0,0
FM-ACCV01-DE-XL-FM-QDCV01-DE-M,combo,0,0
FM-ACCV01-DE-XL-FM-QDCV01-DE-S,combo,0,0
FM-ACCV01-DE-L-FM-QDCV01-DE-2XL,combo,0,0
FM-ACCV01-DE-L-FM-QDCV01-DE-XL,combo,0,0
FM-ACCV01-DE-L-FM-QDCV01-DE-L,combo,0,0
FM-ACCV01-DE-L-FM-QDCV01-DE-M,combo,0,0
FM-ACCV01-DE-L-FM-QDCV01-DE-S,combo,0,0
FM-ACCV01-DE-M-FM-QDCV01-DE-2XL,combo,0,0
FM-ACCV01-DE-M-FM-QDCV01-DE-XL,combo,0,0
FM-ACCV01-DE-M-FM-QDCV01-DE-L,combo,0,0
FM-ACCV01-DE-M-FM-QDCV01-DE-M,combo,0,0
FM-ACCV01-DE-M-FM-QDCV01-DE-S,combo,0,0
FM-ACCV01-DE-S-FM-QDCV01-DE-2XL,combo,0,0
FM-ACCV01-DE-S-FM-QDCV01-DE-XL,combo,0,0
FM-ACCV01-DE-S-FM-QDCV01-DE-L,combo,0,0
FM-ACCV01-DE-S-FM-QDCV01-DE-M,combo,0,0
FM-ACCV01-DE-S-FM-QDCV01-DE-S,combo,0,0
FM-ATSM01-XR-2XL,normal,287,0
FM-ATSM01-HD-2XL,normal,107,0
FM-ATSM01-TR-2XL,normal,605,0
FM-QLTG01-XX-2XL,normal,38,0
FM-QLTG01-SA-2XL,normal,0,0
FM-QLTG01-MB-2XL,normal,0,0
FM-BRTT01-MB-XL-FM-QLTG01-MB-XL,combo,0,0
FM-BRTT01-MB-XL-FM-QLTG01-MB-L,combo,1,0
FM-BRTT01-MB-XL-FM-QLTG01-MB-M,combo,0,0
FM-BRTT01-MB-XL-FM-QLTG01-MB-S,combo,-1,0
FM-BRTT01-MB-L-FM-QLTG01-MB-XL,combo,0,0
FM-BRTT01-MB-L-FM-QLTG01-MB-L,combo,2,0
FM-BRTT01-MB-L-FM-QLTG01-MB-M,combo,0,0
FM-BRTT01-MB-L-FM-QLTG01-MB-S,combo,-1,0
FM-BRTT01-MB-M-FM-QLTG01-MB-XL,combo,0,0
FM-BRTT01-MB-M-FM-QLTG01-MB-L,combo,1,0
FM-BRTT01-MB-M-FM-QLTG01-MB-M,combo,0,0
FM-BRTT01-MB-M-FM-QLTG01-MB-S,combo,-1,0
FM-BRTT01-MB-S-FM-QLTG01-MB-XL,combo,0,0
FM-BRTT01-MB-S-FM-QLTG01-MB-L,combo,0,0
FM-BRTT01-MB-S-FM-QLTG01-MB-M,combo,0,0
FM-BRTT01-MB-S-FM-QLTG01-MB-S,combo,-1,0
FM-AVB01-DE-2XL-FM-JGNAM01-DE-2XL,combo,0,0
FM-AVB01-DE-2XL-FM-JGNAM01-DE-XL,combo,0,0
FM-AVB01-DE-2XL-FM-JGNAM01-DE-L,combo,0,0
FM-AVB01-DE-2XL-FM-JGNAM01-DE-M,combo,0,0
FM-AVB01-DE-XL-FM-JGNAM01-DE-2XL,combo,0,0
FM-AVB01-DE-XL-FM-JGNAM01-DE-XL,combo,0,0
FM-AVB01-DE-XL-FM-JGNAM01-DE-L,combo,0,0
FM-AVB01-DE-XL-FM-JGNAM01-DE-M,combo,0,0
FM-AVB01-DE-L-FM-JGNAM01-DE-2XL,combo,0,0
FM-AVB01-DE-L-FM-JGNAM01-DE-XL,combo,0,0
FM-AVB01-DE-L-FM-JGNAM01-DE-L,combo,0,0
FM-AVB01-DE-L-FM-JGNAM01-DE-M,combo,0,0
FM-AVB01-DE-M-FM-JGNAM01-DE-2XL,combo,0,0
FM-AVB01-DE-M-FM-JGNAM01-DE-XL,combo,0,0
FM-AVB01-DE-M-FM-JGNAM01-DE-L,combo,0,0
FM-AVB01-DE-M-FM-JGNAM01-DE-M,combo,0,0
FM-AVB01-SS-2XL-FM-JGNAM01-SS-2XL,combo,0,0
FM-AVB01-SS-2XL-FM-JGNAM01-SS-XL,combo,0,0
FM-AVB01-SS-2XL-FM-JGNAM01-SS-L,combo,0,0
FM-AVB01-SS-2XL-FM-JGNAM01-SS-M,combo,0,0
FM-AVB01-SS-XL-FM-JGNAM01-SS-2XL,combo,0,0
FM-AVB01-SS-XL-FM-JGNAM01-SS-XL,combo,0,0
FM-AVB01-SS-XL-FM-JGNAM01-SS-L,combo,0,0
FM-AVB01-SS-XL-FM-JGNAM01-SS-M,combo,0,0
FM-AVB01-SS-L-FM-JGNAM01-SS-2XL,combo,0,0
FM-AVB01-SS-L-FM-JGNAM01-SS-XL,combo,0,0
FM-AVB01-SS-L-FM-JGNAM01-SS-L,combo,0,0
FM-AVB01-SS-L-FM-JGNAM01-SS-M,combo,0,0
FM-AVB01-SS-M-FM-JGNAM01-SS-2XL,combo,0,0
FM-AVB01-SS-M-FM-JGNAM01-SS-XL,combo,0,0
FM-AVB01-SS-M-FM-JGNAM01-SS-L,combo,0,0
FM-AVB01-SS-M-FM-JGNAM01-SS-M,combo,0,0
FM-AVB01-SG-2XL-FM-JGNAM01-SG-2XL,combo,0,0
FM-AVB01-SG-2XL-FM-JGNAM01-SG-XL,combo,0,0
FM-AVB01-SG-2XL-FM-JGNAM01-SG-L,combo,0,0
FM-AVB01-SG-2XL-FM-JGNAM01-SG-M,combo,0,0
FM-AVB01-SG-XL-FM-JGNAM01-SG-2XL,combo,0,0
FM-AVB01-SG-XL-FM-JGNAM01-SG-XL,combo,0,0
FM-AVB01-SG-XL-FM-JGNAM01-SG-L,combo,0,0
FM-AVB01-SG-XL-FM-JGNAM01-SG-M,combo,0,0
FM-AVB01-SG-L-FM-JGNAM01-SG-2XL,combo,0,0
FM-AVB01-SG-L-FM-JGNAM01-SG-XL,combo,0,0
FM-AVB01-SG-L-FM-JGNAM01-SG-L,combo,0,0
FM-AVB01-SG-L-FM-JGNAM01-SG-M,combo,0,0
FM-AVB01-SG-M-FM-JGNAM01-SG-2XL,combo,0,0
FM-AVB01-SG-M-FM-JGNAM01-SG-XL,combo,0,0
FM-AVB01-SG-M-FM-JGNAM01-SG-L,combo,0,0
FM-AVB01-SG-M-FM-JGNAM01-SG-M,combo,0,0
FM-ATNRL-TD-2XL-FM-QDJG01-XA-2XL,combo,0,0
FM-ATNRL-TD-2XL-FM-QDJG01-XA-XL,combo,0,0
FM-ATNRL-TD-2XL-FM-QDJG01-XA-L,combo,0,0
FM-ATNRL-TD-2XL-FM-QDJG01-XA-M,combo,0,0
FM-ATNRL-TD-2XL-FM-QDJG01-XA-S,combo,0,0
FM-ATNRL-TD-XL-FM-QDJG01-XA-2XL,combo,-2,0
FM-ATNRL-TD-XL-FM-QDJG01-XA-XL,combo,-2,0
FM-ATNRL-TD-XL-FM-QDJG01-XA-L,combo,-1,0
FM-ATNRL-TD-XL-FM-QDJG01-XA-M,combo,-2,0
FM-ATNRL-TD-XL-FM-QDJG01-XA-S,combo,-2,0
FM-ATNRL-TD-L-FM-QDJG01-XA-2XL,combo,-1,0
FM-ATNRL-TD-L-FM-QDJG01-XA-XL,combo,-1,0
FM-ATNRL-TD-L-FM-QDJG01-XA-L,combo,0,0
FM-ATNRL-TD-L-FM-QDJG01-XA-M,combo,-1,0
FM-ATNRL-TD-L-FM-QDJG01-XA-S,combo,-1,0
FM-ATNRL-TD-M-FM-QDJG01-XA-2XL,combo,-1,0
FM-ATNRL-TD-M-FM-QDJG01-XA-XL,combo,-1,0
FM-ATNRL-TD-M-FM-QDJG01-XA-L,combo,1,0
FM-ATNRL-TD-M-FM-QDJG01-XA-M,combo,-1,0
FM-ATNRL-TD-M-FM-QDJG01-XA-S,combo,-1,0
FM-ATNRL-TD-S-FM-QDJG01-XA-2XL,combo,0,0
FM-ATNRL-TD-S-FM-QDJG01-XA-XL,combo,0,0
FM-ATNRL-TD-S-FM-QDJG01-XA-L,combo,1,0
FM-ATNRL-TD-S-FM-QDJG01-XA-M,combo,0,0
FM-ATNRL-TD-S-FM-QDJG01-XA-S,combo,0,0
FM-AVB01-SS-2XL-FM-QN2L03-SS-2XL,combo,0,0
FM-AVB01-SS-2XL-FM-QN2L03-SS-XL,combo,0,0
FM-AVB01-SS-2XL-FM-QN2L03-SS-L,combo,0,0
FM-AVB01-SS-2XL-FM-QN2L03-SS-M,combo,0,0
FM-AVB01-SS-XL-FM-QN2L03-SS-2XL,combo,0,0
FM-AVB01-SS-XL-FM-QN2L03-SS-XL,combo,0,0
FM-AVB01-SS-XL-FM-QN2L03-SS-L,combo,0,0
FM-AVB01-SS-XL-FM-QN2L03-SS-M,combo,0,0
FM-AVB01-SS-L-FM-QN2L03-SS-2XL,combo,0,0
FM-AVB01-SS-L-FM-QN2L03-SS-XL,combo,0,0
FM-AVB01-SS-L-FM-QN2L03-SS-L,combo,0,0
FM-AVB01-SS-L-FM-QN2L03-SS-M,combo,0,0
FM-AVB01-SS-M-FM-QN2L03-SS-2XL,combo,0,0
FM-AVB01-SS-M-FM-QN2L03-SS-XL,combo,0,0
FM-AVB01-SS-M-FM-QN2L03-SS-L,combo,0,0
FM-AVB01-SS-M-FM-QN2L03-SS-M,combo,0,0
FM-AVB01-SG-2XL-FM-QN2L03-SG-2XL,combo,0,0
FM-AVB01-SG-2XL-FM-QN2L03-SG-XL,combo,0,0
FM-AVB01-SG-2XL-FM-QN2L03-SG-L,combo,0,0
FM-AVB01-SG-2XL-FM-QN2L03-SG-M,combo,0,0
FM-AVB01-SG-XL-FM-QN2L03-SG-2XL,combo,0,0
FM-AVB01-SG-XL-FM-QN2L03-SG-XL,combo,0,0
FM-AVB01-SG-XL-FM-QN2L03-SG-L,combo,0,0
FM-AVB01-SG-XL-FM-QN2L03-SG-M,combo,0,0
FM-AVB01-SG-L-FM-QN2L03-SG-2XL,combo,0,0
FM-AVB01-SG-L-FM-QN2L03-SG-XL,combo,0,0
FM-AVB01-SG-L-FM-QN2L03-SG-L,combo,0,0
FM-AVB01-SG-L-FM-QN2L03-SG-M,combo,0,0
FM-AVB01-SG-M-FM-QN2L03-SG-2XL,combo,0,0
FM-AVB01-SG-M-FM-QN2L03-SG-XL,combo,0,0
FM-AVB01-SG-M-FM-QN2L03-SG-L,combo,0,0
FM-AVB01-SG-M-FM-QN2L03-SG-M,combo,0,0
FM-AVB01-DE-2XL-FM-QN2L03-DE-2XL,combo,0,0
FM-AVB01-DE-2XL-FM-QN2L03-DE-XL,combo,0,0
FM-AVB01-DE-2XL-FM-QN2L03-DE-L,combo,0,0
FM-AVB01-DE-2XL-FM-QN2L03-DE-M,combo,0,0
FM-AVB01-DE-XL-FM-QN2L03-DE-2XL,combo,0,0
FM-AVB01-DE-XL-FM-QN2L03-DE-XL,combo,0,0
FM-AVB01-DE-XL-FM-QN2L03-DE-L,combo,0,0
FM-AVB01-DE-XL-FM-QN2L03-DE-M,combo,0,0
FM-AVB01-DE-L-FM-QN2L03-DE-2XL,combo,0,0
FM-AVB01-DE-L-FM-QN2L03-DE-XL,combo,0,0
FM-AVB01-DE-L-FM-QN2L03-DE-L,combo,0,0
FM-AVB01-DE-L-FM-QN2L03-DE-M,combo,0,0
FM-AVB01-DE-M-FM-QN2L03-DE-2XL,combo,0,0
FM-AVB01-DE-M-FM-QN2L03-DE-XL,combo,0,0
FM-AVB01-DE-M-FM-QN2L03-DE-L,combo,0,0
FM-AVB01-DE-M-FM-QN2L03-DE-M,combo,0,0
FM-ACCV01-SA-2XL-FM-QDCV01-SA-2XL,combo,65,0
FM-ACCV01-SA-2XL-FM-QDCV01-SA-XL,combo,65,0
FM-ACCV01-SA-2XL-FM-QDCV01-SA-L,combo,9,0
FM-ACCV01-SA-2XL-FM-QDCV01-SA-M,combo,0,0
FM-ACCV01-SA-2XL-FM-QDCV01-SA-S,combo,0,0
FM-ACCV01-SA-XL-FM-QDCV01-SA-2XL,combo,93,0
FM-ACCV01-SA-XL-FM-QDCV01-SA-XL,combo,93,0
FM-ACCV01-SA-XL-FM-QDCV01-SA-L,combo,9,0
FM-ACCV01-SA-XL-FM-QDCV01-SA-M,combo,0,0
FM-ACCV01-SA-XL-FM-QDCV01-SA-S,combo,0,0
FM-ACCV01-SA-L-FM-QDCV01-SA-2XL,combo,4,0
FM-ACCV01-SA-L-FM-QDCV01-SA-XL,combo,4,0
FM-ACCV01-SA-L-FM-QDCV01-SA-L,combo,4,0
FM-ACCV01-SA-L-FM-QDCV01-SA-M,combo,0,0
FM-ACCV01-SA-L-FM-QDCV01-SA-S,combo,0,0
FM-ACCV01-SA-M-FM-QDCV01-SA-2XL,combo,14,0
FM-ACCV01-SA-M-FM-QDCV01-SA-XL,combo,14,0
FM-ACCV01-SA-M-FM-QDCV01-SA-L,combo,10,0
FM-ACCV01-SA-M-FM-QDCV01-SA-M,combo,0,0
FM-ACCV01-SA-M-FM-QDCV01-SA-S,combo,0,0
FM-ACCV01-SA-S-FM-QDCV01-SA-2XL,combo,25,0
FM-ACCV01-SA-S-FM-QDCV01-SA-XL,combo,25,0
FM-ACCV01-SA-S-FM-QDCV01-SA-L,combo,9,0
FM-ACCV01-SA-S-FM-QDCV01-SA-M,combo,0,0
FM-ACCV01-SA-S-FM-QDCV01-SA-S,combo,0,0
FM-ATSM01-TR-XL-FM-QDJG01-XX-2XL,combo,0,0
FM-ATSM01-TR-XL-FM-QDJG01-XX-XL,combo,0,0
FM-ATSM01-TR-XL-FM-QDJG01-XX-L,combo,0,0
FM-ATSM01-TR-XL-FM-QDJG01-XX-M,combo,0,0
FM-ATSM01-TR-XL-FM-QDJG01-XX-S,combo,0,0
FM-ATSM01-TR-L-FM-QDJG01-XX-2XL,combo,0,0
FM-ATSM01-TR-L-FM-QDJG01-XX-XL,combo,0,0
FM-ATSM01-TR-L-FM-QDJG01-XX-L,combo,0,0
FM-ATSM01-TR-L-FM-QDJG01-XX-M,combo,0,0
FM-ATSM01-TR-L-FM-QDJG01-XX-S,combo,0,0
FM-ATSM01-TR-M-FM-QDJG01-XX-2XL,combo,0,0
FM-ATSM01-TR-M-FM-QDJG01-XX-XL,combo,0,0
FM-ATSM01-TR-M-FM-QDJG01-XX-L,combo,0,0
FM-ATSM01-TR-M-FM-QDJG01-XX-M,combo,0,0
FM-ATSM01-TR-M-FM-QDJG01-XX-S,combo,0,0
FM-ATSM01-TR-S-FM-QDJG01-XX-2XL,combo,0,0
FM-ATSM01-TR-S-FM-QDJG01-XX-XL,combo,0,0
FM-ATSM01-TR-S-FM-QDJG01-XX-L,combo,1,0
FM-ATSM01-TR-S-FM-QDJG01-XX-M,combo,1,0
FM-ATSM01-TR-S-FM-QDJG01-XX-S,combo,0,0
FM-QLTG01-DE-2XL,normal,8,0
FM-ACRT01-IV-XL,normal,0,0
FM-ACRT01-IV-L,normal,0,0
FM-ACRT01-IV-M,normal,0,0
FM-ACRT01-IV-S,normal,0,0
FM-ATSM01-XN-2XL,normal,216,0
FM-ATSM01-DE-2XL,normal,0,0
FM-ATSM01-XN-XL-FM-QDZT01-DE-2XL,combo,161,0
FM-ATSM01-XN-XL-FM-QDZT01-DE-XL,combo,161,0
FM-ATSM01-XN-XL-FM-QDZT01-DE-L,combo,161,0
FM-ATSM01-XN-XL-FM-QDZT01-DE-M,combo,161,0
FM-ATSM01-XN-XL-FM-QDZT01-DE-S,combo,161,0
FM-ATSM01-XN-L-FM-QDZT01-DE-2XL,combo,249,0
FM-ATSM01-XN-L-FM-QDZT01-DE-XL,combo,249,0
FM-ATSM01-XN-L-FM-QDZT01-DE-L,combo,249,0
FM-ATSM01-XN-L-FM-QDZT01-DE-M,combo,249,0
FM-ATSM01-XN-L-FM-QDZT01-DE-S,combo,249,0
FM-ATSM01-XN-M-FM-QDZT01-DE-2XL,combo,288,0
FM-ATSM01-XN-M-FM-QDZT01-DE-XL,combo,288,0
FM-ATSM01-XN-M-FM-QDZT01-DE-L,combo,288,0
FM-ATSM01-XN-M-FM-QDZT01-DE-M,combo,288,0
FM-ATSM01-XN-M-FM-QDZT01-DE-S,combo,288,0
FM-ATSM01-XN-S-FM-QDZT01-DE-2XL,combo,232,0
FM-ATSM01-XN-S-FM-QDZT01-DE-XL,combo,231,0
FM-ATSM01-XN-S-FM-QDZT01-DE-L,combo,232,0
FM-ATSM01-XN-S-FM-QDZT01-DE-M,combo,232,0
FM-ATSM01-XN-S-FM-QDZT01-DE-S,combo,232,0
FM-ATSM01-XR-XL-FM-QDZT01-DE-2XL,combo,287,0
FM-ATSM01-XR-XL-FM-QDZT01-DE-XL,combo,283,0
FM-ATSM01-XR-XL-FM-QDZT01-DE-L,combo,285,0
FM-ATSM01-XR-XL-FM-QDZT01-DE-M,combo,284,0
FM-ATSM01-XR-XL-FM-QDZT01-DE-S,combo,287,0
FM-ATSM01-XR-L-FM-QDZT01-DE-2XL,combo,401,0
FM-ATSM01-XR-L-FM-QDZT01-DE-XL,combo,334,0
FM-ATSM01-XR-L-FM-QDZT01-DE-L,combo,487,0
FM-ATSM01-XR-L-FM-QDZT01-DE-M,combo,486,0
FM-ATSM01-XR-L-FM-QDZT01-DE-S,combo,489,0
FM-ATSM01-XR-M-FM-QDZT01-DE-2XL,combo,399,0
FM-ATSM01-XR-M-FM-QDZT01-DE-XL,combo,334,0
FM-ATSM01-XR-M-FM-QDZT01-DE-L,combo,437,0
FM-ATSM01-XR-M-FM-QDZT01-DE-M,combo,436,0
FM-ATSM01-XR-M-FM-QDZT01-DE-S,combo,436,0
FM-ATSM01-XR-S-FM-QDZT01-DE-2XL,combo,187,0
FM-ATSM01-XR-S-FM-QDZT01-DE-XL,combo,182,0
FM-ATSM01-XR-S-FM-QDZT01-DE-L,combo,184,0
FM-ATSM01-XR-S-FM-QDZT01-DE-M,combo,183,0
FM-ATSM01-XR-S-FM-QDZT01-DE-S,combo,187,0
FM-ATNRL-SD-2XL,normal,0,0
FM-ATNRL-SD-XL,normal,0,0
FM-ATNRL-SD-L,normal,0,0
FM-ATNRL-SD-M,normal,0,0
FM-ATNRL-SD-S,normal,0,0
FM-JGNU01-DE-XL,normal,0,0
FM-JGNU01-DE-L,normal,0,0
FM-JGNU01-DE-M,normal,0,0
FM-JGNU01-DE-S,normal,0,0
FM-JGNU01-XD-XL,normal,0,0
FM-JGNU01-XD-L,normal,0,0
FM-JGNU01-XD-M,normal,0,0
FM-JGNU01-XD-S,normal,0,0
FM-BRTT01-XX-XL-FM-QDZT01-XX-2XL,combo,0,0
FM-BRTT01-XX-L-FM-QDZT01-XX-2XL,combo,1,0
FM-BRTT01-XX-M-FM-QDZT01-XX-2XL,combo,0,0
FM-BRTT01-XX-S-FM-QDZT01-XX-2XL,combo,3,0
FM-BRTT01-IV-XL-FM-QDZT01-DE-2XL,combo,0,0
FM-BRTT01-IV-XL-FM-QDZT01-DE-XL,combo,0,0
FM-BRTT01-IV-XL-FM-QDZT01-DE-L,combo,1,0
FM-BRTT01-IV-XL-FM-QDZT01-DE-M,combo,1,0
FM-BRTT01-IV-XL-FM-QDZT01-DE-S,combo,0,0
FM-BRTT01-IV-L-FM-QDZT01-DE-2XL,combo,0,0
FM-BRTT01-IV-L-FM-QDZT01-DE-XL,combo,0,0
FM-BRTT01-IV-L-FM-QDZT01-DE-L,combo,1,0
FM-BRTT01-IV-L-FM-QDZT01-DE-M,combo,1,0
FM-BRTT01-IV-L-FM-QDZT01-DE-S,combo,0,0
FM-BRTT01-IV-M-FM-QDZT01-DE-2XL,combo,60,0
FM-BRTT01-IV-M-FM-QDZT01-DE-XL,combo,60,0
FM-BRTT01-IV-M-FM-QDZT01-DE-L,combo,63,0
FM-BRTT01-IV-M-FM-QDZT01-DE-M,combo,61,0
FM-BRTT01-IV-M-FM-QDZT01-DE-S,combo,60,0
FM-BRTT01-IV-S-FM-QDZT01-DE-2XL,combo,0,0
FM-BRTT01-IV-S-FM-QDZT01-DE-XL,combo,0,0
FM-BRTT01-IV-S-FM-QDZT01-DE-L,combo,1,0
FM-BRTT01-IV-S-FM-QDZT01-DE-M,combo,1,0
FM-BRTT01-IV-S-FM-QDZT01-DE-S,combo,0,0
FM-BRTT01-DE-XL-FM-QDZT01-DE-2XL,combo,322,0
FM-BRTT01-DE-L-FM-QDZT01-DE-2XL,combo,401,0
FM-BRTT01-DE-M-FM-QDZT01-DE-2XL,combo,401,0
FM-BRTT01-DE-S-FM-QDZT01-DE-2XL,combo,401,0
FM-AKCV01-BB-XL,normal,0,0
FM-AVBNU-SG-2XL-FM-Q2LNU01-XD-XL,combo,0,0
FM-AVBNU-SG-2XL-FM-Q2LNU01-XD-L,combo,0,0
FM-AVBNU-SG-2XL-FM-Q2LNU01-XD-M,combo,0,0
FM-AVBNU-DE-2XL-FM-Q2LNU01-DX-XL,combo,0,0
FM-AVBNU-DE-2XL-FM-Q2LNU01-DX-L,combo,0,0
FM-AVBNU-DE-2XL-FM-Q2LNU01-DX-M,combo,0,0
FM-AVBNU-SS-2XL-FM-Q2LNU01-BD-XL,combo,-1,0
FM-AVBNU-SS-2XL-FM-Q2LNU01-BD-L,combo,-1,0
FM-AVBNU-SS-2XL-FM-Q2LNU01-BD-M,combo,-1,0
FM-AVBNU-SG-2XL,normal,67,0
FM-AVBNU-SS-2XL,normal,-1,0
FM-AVBNU-DE-2XL,normal,112,0
FM-BRLT01-MB-XL-FM-QDZT01-MB-2XL,combo,0,0
FM-BRLT01-MB-XL-FM-QDZT01-MB-XL,combo,0,0
FM-BRLT01-MB-XL-FM-QDZT01-MB-L,combo,0,0
FM-BRLT01-MB-XL-FM-QDZT01-MB-M,combo,0,0
FM-BRLT01-MB-XL-FM-QDZT01-MB-S,combo,0,0
FM-BRLT01-MB-L-FM-QDZT01-MB-2XL,combo,0,0
FM-BRLT01-MB-L-FM-QDZT01-MB-XL,combo,0,0
FM-BRLT01-MB-L-FM-QDZT01-MB-L,combo,0,0
FM-BRLT01-MB-L-FM-QDZT01-MB-M,combo,0,0
FM-BRLT01-MB-L-FM-QDZT01-MB-S,combo,0,0
FM-BRLT01-MB-M-FM-QDZT01-MB-2XL,combo,0,0
FM-BRLT01-MB-M-FM-QDZT01-MB-XL,combo,0,0
FM-BRLT01-MB-M-FM-QDZT01-MB-L,combo,0,0
FM-BRLT01-MB-M-FM-QDZT01-MB-M,combo,0,0
FM-BRLT01-MB-M-FM-QDZT01-MB-S,combo,0,0
FM-BRLT01-MB-S-FM-QDZT01-MB-2XL,combo,0,0
FM-BRLT01-MB-S-FM-QDZT01-MB-XL,combo,0,0
FM-BRLT01-MB-S-FM-QDZT01-MB-L,combo,0,0
FM-BRLT01-MB-S-FM-QDZT01-MB-M,combo,0,0
FM-BRLT01-MB-S-FM-QDZT01-MB-S,combo,0,0
FM-BRTT01-MB-XL-FM-QDZT01-MB-2XL,combo,0,0
FM-BRTT01-MB-XL-FM-QDZT01-MB-XL,combo,0,0
FM-BRTT01-MB-XL-FM-QDZT01-MB-L,combo,1,0
FM-BRTT01-MB-XL-FM-QDZT01-MB-M,combo,0,0
FM-BRTT01-MB-XL-FM-QDZT01-MB-S,combo,0,0
FM-BRTT01-MB-L-FM-QDZT01-MB-2XL,combo,0,0
FM-BRTT01-MB-L-FM-QDZT01-MB-XL,combo,0,0
FM-BRTT01-MB-L-FM-QDZT01-MB-L,combo,2,0
FM-BRTT01-MB-L-FM-QDZT01-MB-M,combo,1,0
FM-BRTT01-MB-L-FM-QDZT01-MB-S,combo,0,0
FM-BRTT01-MB-M-FM-QDZT01-MB-2XL,combo,0,0
FM-BRTT01-MB-M-FM-QDZT01-MB-XL,combo,0,0
FM-BRTT01-MB-M-FM-QDZT01-MB-L,combo,1,0
FM-BRTT01-MB-M-FM-QDZT01-MB-M,combo,0,0
FM-BRTT01-MB-M-FM-QDZT01-MB-S,combo,0,0
FM-BRTT01-MB-S-FM-QDZT01-MB-2XL,combo,0,0
FM-BRTT01-MB-S-FM-QDZT01-MB-XL,combo,0,0
FM-BRTT01-MB-S-FM-QDZT01-MB-L,combo,0,0
FM-BRTT01-MB-S-FM-QDZT01-MB-M,combo,0,0
FM-BRTT01-MB-S-FM-QDZT01-MB-S,combo,0,0
FM-QDZT01-SA-2XL-FM-BRTT01-IV-XL,combo,0,0
FM-QDZT01-SA-2XL-FM-BRTT01-IV-L,combo,0,0
FM-QDZT01-SA-2XL-FM-BRTT01-IV-M,combo,60,0
FM-QDZT01-SA-2XL-FM-BRTT01-IV-S,combo,0,0
FM-QDZT01-SA-XL-FM-BRTT01-IV-XL,combo,0,0
FM-QDZT01-SA-XL-FM-BRTT01-IV-L,combo,0,0
FM-QDZT01-SA-XL-FM-BRTT01-IV-M,combo,60,0
FM-QDZT01-SA-XL-FM-BRTT01-IV-S,combo,0,0
FM-QDZT01-SA-L-FM-BRTT01-IV-XL,combo,1,0
FM-QDZT01-SA-L-FM-BRTT01-IV-L,combo,1,0
FM-QDZT01-SA-L-FM-BRTT01-IV-M,combo,63,0
FM-QDZT01-SA-L-FM-BRTT01-IV-S,combo,1,0
FM-QDZT01-SA-M-FM-BRTT01-IV-XL,combo,1,0
FM-QDZT01-SA-M-FM-BRTT01-IV-L,combo,1,0
FM-QDZT01-SA-M-FM-BRTT01-IV-M,combo,61,0
FM-QDZT01-SA-M-FM-BRTT01-IV-S,combo,1,0
FM-QDZT01-SA-S-FM-BRTT01-IV-XL,combo,0,0
FM-QDZT01-SA-S-FM-BRTT01-IV-L,combo,0,0
FM-QDZT01-SA-S-FM-BRTT01-IV-M,combo,60,0
FM-QDZT01-SA-S-FM-BRTT01-IV-S,combo,0,0
FM-QDZT01-SA-2XL,normal,255,0
FM-QDZT01-MB-2XL,normal,0,0
FM-QDZT01-XX-2XL,normal,188,0
FM-QDZT01-DE-2XL,normal,403,0
FM-AVBNU-SG-XL-FM-Q2LNU01-XD-XL,combo,0,0
FM-AVBNU-SG-XL-FM-Q2LNU01-XD-L,combo,0,0
FM-AVBNU-SG-XL-FM-Q2LNU01-XD-M,combo,0,0
FM-AVBNU-SG-L-FM-Q2LNU01-XD-XL,combo,0,0
FM-AVBNU-SG-L-FM-Q2LNU01-XD-L,combo,0,0
